Engine Information/Transmission,Engine Information/Engine Type,Engine Information/Engine Statistics/Horsepower,Engine Information/Engine Statistics/Torque,Engine Information/Hybrid,Engine Information/Number of Forward Gears,Engine Information/Driveline,Identification/Make,Identification/Model Year,Identification/ID,Identification/Classification,Identification/Year,Dimensions/Width,Dimensions/Length,Dimensions/Height,Fuel Information/Highway mpg,Fuel Information/City mph,Fuel Information/Fuel Type
6 Speed Automatic Select Shift,BMW 3.0L 6 cylinder 230hp 200 ft-lbs,230,200,FALSE,6,Rear-wheel drive,BMW Motorrad,2011 BMW 3 Series Coup,2011 BMW 328i Coup AT,Automatic transmission,2011,247,12,94,28,18,Gasoline
6 Speed Manual,BMW 3.0L 6 cylinder 230hp 200 ft-lbs,230,200,FALSE,6,All-wheel drive,BMW Motorrad,2011 BMW 3 Series Coup,2011 BMW 328i xDrive Coup,Manual transmission,2011,247,12,114,25,17,Gasoline
6 Speed Automatic Select Shift,BMW 3.0L 6 cylinder 300 hp 300 ft-lbs Turbo,300,300,FALSE,6,Rear-wheel drive,BMW,2011 BMW 3 Series Coup,2011 BMW 335i Coup AT,Automatic transmission,2011,247,12,94,28,19,Gasoline
6 Speed Manual,BMW 3.0L 6 cylinder 230hp 200 ft-lbs,230,200,FALSE,6,Rear-wheel drive,BMW Motorrad,2011 BMW 3 Series Coup,2011 BMW 328i Coup,Manual transmission,2011,247,12,94,28,18,Gasoline
6 Speed Automatic Select Shift,BMW 3.0L 6 cylinder 230hp 200 ft-lbs,230,200,FALSE,6,All-wheel drive,BMW Motorrad,2011 BMW 3 Series Coup,2011 BMW 328i xDrive Coup AT,Automatic transmission,2011,247,12,114,26,17,Gasoline
6 Speed Manual,BMW 3.0L 6 cylinder 320 hp 332 ft-lbs Turbo,320,332,FALSE,6,Rear-wheel drive,BMW,2011 BMW 3 Series Coup,2011 BMW 335is Coup,Manual transmission,2011,247,12,94,26,18,Gasoline
6 Speed Manual,BMW 3.0L 6 cylinder 300 hp 300 ft-lbs Turbo,300,300,FALSE,6,All-wheel drive,BMW,2011 BMW 3 Series Coup,2011 BMW 335i xDrive Coup,Manual transmission,2011,247,12,114,26,19,Gasoline
6 Speed Manual,BMW 3.0L 6 cylinder 300 hp 300 ft-lbs Turbo,300,300,FALSE,6,Rear-wheel drive,BMW,2011 BMW 3 Series Coup,2011 BMW 335i Coup,Manual transmission,2011,247,12,94,28,19,Gasoline
6 Speed Manual,Chevrolet 6.2L 8 Cylinder 430 hp 424 ft-lbs,430,424,FALSE,6,Rear-wheel drive,Chevrolet,2011 Chevrolet Corvette Grand Sport Coupe,2011 Chevrolet Corvette Grand Sport Coupe 1LT,Manual transmission,2011,135,108,212,26,16,Gasoline
6 Speed Automatic,Chevrolet 6.2L 8 Cylinder 430 hp 424 ft-lbs,430,424,FALSE,6,Rear-wheel drive,Chevrolet,2011 Chevrolet Corvette Grand Sport Coupe,2011 Chevrolet Corvette Grand Sport Coupe 1LT AT,Automatic transmission,2011,135,108,212,25,15,Gasoline
6 Speed Manual,Chevrolet 6.2L 8 Cylinder 430 hp 424 ft-lbs,430,424,FALSE,6,Rear-wheel drive,Chevrolet,2011 Chevrolet Corvette Grand Sport Coupe,2011 Chevrolet Corvette Grand Sport Coupe 2LT,Manual transmission,2011,135,108,212,26,16,Gasoline
6 Speed Automatic,Chevrolet 6.2L 8 Cylinder 430 hp 424 ft-lbs,430,424,FALSE,6,Rear-wheel drive,Chevrolet,2011 Chevrolet Corvette Grand Sport Coupe,2011 Chevrolet Corvette Grand Sport Coupe 2LT AT,Automatic transmission,2011,135,108,212,25,15,Gasoline
6 Speed Manual,Chevrolet 6.2L 8 Cylinder 430 hp 424 ft-lbs,430,424,FALSE,6,Rear-wheel drive,Chevrolet,2011 Chevrolet Corvette Grand Sport Coupe,2011 Chevrolet Corvette Grand Sport Coupe 3LT,Manual transmission,2011,135,108,212,26,16,Gasoline
6 Speed Automatic,Chevrolet 6.2L 8 Cylinder 430 hp 424 ft-lbs,430,424,FALSE,6,Rear-wheel drive,Chevrolet,2011 Chevrolet Corvette Grand Sport Coupe,2011 Chevrolet Corvette Grand Sport Coupe 3LT AT,Automatic transmission,2011,135,108,212,25,15,Gasoline
6 Speed Manual,Chevrolet 6.2L 8 Cylinder 430 hp 424 ft-lbs,430,424,FALSE,6,Rear-wheel drive,Chevrolet,2011 Chevrolet Corvette Grand Sport Coupe,2011 Chevrolet Corvette Grand Sport Coupe 4LT,Manual transmission,2011,135,108,212,26,16,Gasoline
6 Speed Automatic,Chevrolet 6.2L 8 Cylinder 430 hp 424 ft-lbs,430,424,FALSE,6,Rear-wheel drive,Chevrolet,2011 Chevrolet Corvette Grand Sport Coupe,2011 Chevrolet Corvette Grand Sport Coupe 4LT AT,Automatic transmission,2011,135,108,212,25,15,Gasoline
7 Speed Automatic Select Shift,Mercedes-Benz 5.5L 8 Cylinder 382 hp 391 ft-lbs,382,391,FALSE,7,Rear-wheel drive,Mercedes,2011 Mercedes-Benz E-Class Sedan,2011 Mercedes-Benz E550 Sedan,Automatic transmission,2011,62,5,190,23,15,Gasoline
7 Speed Automatic Select Shift,Mercedes-Benz 5.5L 8 Cylinder 382 hp 391 ft-lbs,382,391,FALSE,7,All-wheel drive,Mercedes,2011 Mercedes-Benz E-Class Sedan,2011 Mercedes-Benz E550 4Matic Sedan,Automatic transmission,2011,62,5,190,23,15,Gasoline
7 Speed Automatic Select Shift,Mercedes-Benz 3.5L 6 Cylinders 268 hp 258 ft-lbs,268,258,FALSE,7,Rear-wheel drive,Mercedes,2011 Mercedes-Benz E-Class Sedan,2011 Mercedes-Benz E350 Sedan,Automatic transmission,2011,62,5,190,24,17,Gasoline
7 Speed Automatic Select Shift,Mercedes-AMG 6.2L 8 Cylinder 518hp 465ft-lbs,518,465,FALSE,7,Rear-wheel drive,AMG,2011 Mercedes-Benz E-Class Sedan,2011 Mercedes-Benz E63 AMG,Automatic transmission,2011,79,22,162,20,13,Gasoline
7 Speed Automatic Select Shift,Mercedes-Benz 3.0L 6 Cylinder 210 hp 400 ft-lbs Turbo Diesel,210,400,FALSE,7,Rear-wheel drive,Mercedes,2011 Mercedes-Benz E-Class Sedan,2011 Mercedes-Benz E350 BlueTEC Sedan,Automatic transmission,2011,62,5,190,33,22,Diesel fuel
7 Speed Automatic Select Shift,Mercedes-Benz 3.5L 6 Cylinders 268 hp 258 ft-lbs,268,258,FALSE,7,All-wheel drive,Mercedes,2011 Mercedes-Benz E-Class Sedan,2011 Mercedes-Benz E350 4Matic Sedan,Automatic transmission,2011,62,5,190,24,17,Gasoline
6 Speed Manual,Chevrolet 6.2L 8 Cylinder 430 hp 424 ft-lbs,430,424,FALSE,6,Rear-wheel drive,Chevrolet,2010 Chevrolet Corvette Grand Sport Coupe,2010 Chevrolet Corvette Grand Sport Coupe 1LT,Manual transmission,2010,135,108,212,26,16,Gasoline
6 Speed Automatic,Chevrolet 6.2L 8 Cylinder 430 hp 424 ft-lbs,430,424,FALSE,6,Rear-wheel drive,Chevrolet,2010 Chevrolet Corvette Grand Sport Coupe,2010 Chevrolet Corvette Grand Sport Coupe 1LT AT,Automatic transmission,2010,135,108,212,25,15,Gasoline
6 Speed Manual,Chevrolet 6.2L 8 Cylinder 430 hp 424 ft-lbs,430,424,FALSE,6,Rear-wheel drive,Chevrolet,2010 Chevrolet Corvette Grand Sport Coupe,2010 Chevrolet Corvette Grand Sport Coupe 2LT,Manual transmission,2010,135,108,212,26,16,Gasoline
6 Speed Automatic,Chevrolet 6.2L 8 Cylinder 430 hp 424 ft-lbs,430,424,FALSE,6,Rear-wheel drive,Chevrolet,2010 Chevrolet Corvette Grand Sport Coupe,2010 Chevrolet Corvette Grand Sport Coupe 2LT AT,Automatic transmission,2010,135,108,212,25,15,Gasoline
6 Speed Manual,Chevrolet 6.2L 8 Cylinder 430 hp 424 ft-lbs,430,424,FALSE,6,Rear-wheel drive,Chevrolet,2010 Chevrolet Corvette Grand Sport Coupe,2010 Chevrolet Corvette Grand Sport Coupe 3LT,Manual transmission,2010,135,108,212,26,16,Gasoline
6 Speed Automatic,Chevrolet 6.2L 8 Cylinder 430 hp 424 ft-lbs,430,424,FALSE,6,Rear-wheel drive,Chevrolet,2010 Chevrolet Corvette Grand Sport Coupe,2010 Chevrolet Corvette Grand Sport Coupe 3LT AT,Automatic transmission,2010,135,108,212,25,15,Gasoline
6 Speed Manual,Chevrolet 6.2L 8 Cylinder 430 hp 424 ft-lbs,430,424,FALSE,6,Rear-wheel drive,Chevrolet,2010 Chevrolet Corvette Grand Sport Coupe,2010 Chevrolet Corvette Grand Sport Coupe 4LT,Manual transmission,2010,135,108,212,26,16,Gasoline
6 Speed Automatic,Chevrolet 6.2L 8 Cylinder 430 hp 424 ft-lbs,430,424,FALSE,6,Rear-wheel drive,Chevrolet,2010 Chevrolet Corvette Grand Sport Coupe,2010 Chevrolet Corvette Grand Sport Coupe 4LT AT,Automatic transmission,2010,135,108,212,25,15,Gasoline
7 Speed Automatic Select Shift,Mercedes-Benz 3.5L 6 Cylinders 268 hp 258 ft-lbs,268,258,FALSE,7,All-wheel drive,Mercedes,2011 Mercedes-Benz E-Class Wagon,2011 Mercedes-Benz E350 4Matic Wagon,Automatic transmission,2011,62,30,216,23,16,Gasoline
7 Speed Automatic Select Shift,Mercedes-Benz 5.5L 8 Cylinder 382 hp 391 ft-lbs,382,391,FALSE,7,Four-wheel drive,Mercedes,2010 Mercedes-Benz G-Class,2010 Mercedes-Benz G550,Automatic transmission,2010,31,78,138,15,11,Gasoline
5 Speed Automatic Select Shift,Mercedes-AMG 5.4L 8 Cylinder 500 hp 516 ft-lbs S-Charged,500,516,FALSE,5,Four-wheel drive,Mercedes-AMG,2010 Mercedes-Benz G-Class,2010 Mercedes-Benz G55 AMG,Automatic transmission,2010,64,78,138,15,11,Gasoline
7 Speed Automatic Select Shift,Mercedes-Benz 5.5L 8 Cylinder 382 hp 391 ft-lbs,382,391,FALSE,7,Four-wheel drive,Mercedes,2011 Mercedes-Benz G-Class,2011 Mercedes-Benz G550,Automatic transmission,2011,31,78,138,15,11,Gasoline
5 Speed Automatic Select Shift,Mercedes-AMG 5.4L 8 Cylinder 500 hp 516 ft-lbs S-Charged,500,516,FALSE,5,All-wheel drive,Mercedes-AMG,2011 Mercedes-Benz G-Class,2011 Mercedes-Benz G55 4Matic AMG,Automatic transmission,2011,31,78,138,13,11,Gasoline
6 Speed Manual,Chevrolet 6.2L 8 Cylinder 430 hp 424 ft-lbs,430,424,FALSE,6,Rear-wheel drive,Chevrolet,2012 Chevrolet Corvette Grand Sport Convertible,2012 Chevrolet Corvette Grand Sport Convertible 1LT,Manual transmission,2012,135,108,212,26,16,Gasoline
6 Speed Automatic,Chevrolet 6.2L 8 Cylinder 430 hp 424 ft-lbs,430,424,FALSE,6,Rear-wheel drive,Chevrolet,2012 Chevrolet Corvette Grand Sport Convertible,2012 Chevrolet Corvette Grand Sport Convertible 1LT AT,Automatic transmission,2012,135,108,212,25,15,Gasoline
6 Speed Manual,Chevrolet 6.2L 8 Cylinder 430 hp 424 ft-lbs,430,424,FALSE,6,Rear-wheel drive,Chevrolet,2012 Chevrolet Corvette Grand Sport Convertible,2012 Chevrolet Corvette Grand Sport Convertible 2LT,Manual transmission,2012,135,108,212,26,16,Gasoline
6 Speed Automatic,Chevrolet 6.2L 8 Cylinder 430 hp 424 ft-lbs,430,424,FALSE,6,Rear-wheel drive,Chevrolet,2012 Chevrolet Corvette Grand Sport Convertible,2012 Chevrolet Corvette Grand Sport Convertible 2LT AT,Automatic transmission,2012,135,108,212,25,15,Gasoline
6 Speed Manual,Chevrolet 6.2L 8 Cylinder 430 hp 424 ft-lbs,430,424,FALSE,6,Rear-wheel drive,Chevrolet,2012 Chevrolet Corvette Grand Sport Convertible,2012 Chevrolet Corvette Grand Sport Convertible 3LT,Manual transmission,2012,135,108,212,26,16,Gasoline
6 Speed Automatic,Chevrolet 6.2L 8 Cylinder 430 hp 424 ft-lbs,430,424,FALSE,6,Rear-wheel drive,Chevrolet,2012 Chevrolet Corvette Grand Sport Convertible,2012 Chevrolet Corvette Grand Sport Convertible 3LT AT,Automatic transmission,2012,135,108,212,25,15,Gasoline
6 Speed Manual,Chevrolet 6.2L 8 Cylinder 430 hp 424 ft-lbs,430,424,FALSE,6,Rear-wheel drive,Chevrolet,2012 Chevrolet Corvette Grand Sport Convertible,2012 Chevrolet Corvette Grand Sport Convertible 4LT,Manual transmission,2012,135,108,212,26,16,Gasoline
6 Speed Automatic,Chevrolet 6.2L 8 Cylinder 430 hp 424 ft-lbs,430,424,FALSE,6,Rear-wheel drive,Chevrolet,2012 Chevrolet Corvette Grand Sport Convertible,2012 Chevrolet Corvette Grand Sport Convertible 4LT AT,Automatic transmission,2012,135,108,212,25,15,Gasoline
6 Speed Manual,Chevrolet 6.2L 8 Cylinder 430 hp 424 ft-lbs,430,424,FALSE,6,Rear-wheel drive,Chevrolet,2011 Chevrolet Corvette Grand Sport Convertible,2011 Chevrolet Corvette Grand Sport Convertible 1LT,Manual transmission,2011,135,108,212,26,16,Gasoline
6 Speed Automatic,Chevrolet 6.2L 8 Cylinder 430 hp 424 ft-lbs,430,424,FALSE,6,Rear-wheel drive,Chevrolet,2011 Chevrolet Corvette Grand Sport Convertible,2011 Chevrolet Corvette Grand Sport Convertible 1LT AT,Automatic transmission,2011,135,108,212,25,15,Gasoline
6 Speed Manual,Chevrolet 6.2L 8 Cylinder 430 hp 424 ft-lbs,430,424,FALSE,6,Rear-wheel drive,Chevrolet,2011 Chevrolet Corvette Grand Sport Convertible,2011 Chevrolet Corvette Grand Sport Convertible 2LT,Manual transmission,2011,135,108,212,26,16,Gasoline
6 Speed Automatic,Chevrolet 6.2L 8 Cylinder 430 hp 424 ft-lbs,430,424,FALSE,6,Rear-wheel drive,Chevrolet,2011 Chevrolet Corvette Grand Sport Convertible,2011 Chevrolet Corvette Grand Sport Convertible 2LT AT,Automatic transmission,2011,135,108,212,25,15,Gasoline
6 Speed Manual,Chevrolet 6.2L 8 Cylinder 430 hp 424 ft-lbs,430,424,FALSE,6,Rear-wheel drive,Chevrolet,2011 Chevrolet Corvette Grand Sport Convertible,2011 Chevrolet Corvette Grand Sport Convertible 3LT,Manual transmission,2011,135,108,212,26,16,Gasoline
6 Speed Automatic,Chevrolet 6.2L 8 Cylinder 430 hp 424 ft-lbs,430,424,FALSE,6,Rear-wheel drive,Chevrolet,2011 Chevrolet Corvette Grand Sport Convertible,2011 Chevrolet Corvette Grand Sport Convertible 3LT AT,Automatic transmission,2011,135,108,212,25,15,Gasoline
6 Speed Manual,Chevrolet 6.2L 8 Cylinder 430 hp 424 ft-lbs,430,424,FALSE,6,Rear-wheel drive,Chevrolet,2011 Chevrolet Corvette Grand Sport Convertible,2011 Chevrolet Corvette Grand Sport Convertible 4LT,Manual transmission,2011,135,108,212,26,16,Gasoline
6 Speed Automatic,Chevrolet 6.2L 8 Cylinder 430 hp 424 ft-lbs,430,424,FALSE,6,Rear-wheel drive,Chevrolet,2011 Chevrolet Corvette Grand Sport Convertible,2011 Chevrolet Corvette Grand Sport Convertible 4LT AT,Automatic transmission,2011,135,108,212,25,15,Gasoline
6 Speed Manual,Chevrolet 6.2L 8 Cylinder 430 hp 424 ft-lbs,430,424,FALSE,6,Rear-wheel drive,Chevrolet,2010 Chevrolet Corvette Grand Sport Convertible,2010 Chevrolet Corvette Grand Sport Convertible 1LT,Manual transmission,2010,135,108,212,26,16,Gasoline
6 Speed Automatic,Chevrolet 6.2L 8 Cylinder 430 hp 424 ft-lbs,430,424,FALSE,6,Rear-wheel drive,Chevrolet,2010 Chevrolet Corvette Grand Sport Convertible,2010 Chevrolet Corvette Grand Sport Convertible 1LT AT,Automatic transmission,2010,135,108,212,25,15,Gasoline
6 Speed Manual,Chevrolet 6.2L 8 Cylinder 430 hp 424 ft-lbs,430,424,FALSE,6,Rear-wheel drive,Chevrolet,2010 Chevrolet Corvette Grand Sport Convertible,2010 Chevrolet Corvette Grand Sport Convertible 2LT,Manual transmission,2010,135,108,212,26,16,Gasoline
6 Speed Automatic,Chevrolet 6.2L 8 Cylinder 430 hp 424 ft-lbs,430,424,FALSE,6,Rear-wheel drive,Chevrolet,2010 Chevrolet Corvette Grand Sport Convertible,2010 Chevrolet Corvette Grand Sport Convertible 2LT AT,Automatic transmission,2010,135,108,212,25,15,Gasoline
6 Speed Manual,Chevrolet 6.2L 8 Cylinder 430 hp 424 ft-lbs,430,424,FALSE,6,Rear-wheel drive,Chevrolet,2010 Chevrolet Corvette Grand Sport Convertible,2010 Chevrolet Corvette Grand Sport Convertible 3LT,Manual transmission,2010,135,108,212,26,16,Gasoline
6 Speed Automatic,Chevrolet 6.2L 8 Cylinder 430 hp 424 ft-lbs,430,424,FALSE,6,Rear-wheel drive,Chevrolet,2010 Chevrolet Corvette Grand Sport Convertible,2010 Chevrolet Corvette Grand Sport Convertible 1LT AT,Automatic transmission,2010,135,108,212,25,15,Gasoline
6 Speed Manual,Chevrolet 6.2L 8 Cylinder 430 hp 424 ft-lbs,430,424,FALSE,6,Rear-wheel drive,Chevrolet,2010 Chevrolet Corvette Grand Sport Convertible,2010 Chevrolet Corvette Grand Sport Convertible 4LT,Manual transmission,2010,135,108,212,26,16,Gasoline
6 Speed Automatic,Chevrolet 6.2L 8 Cylinder 430 hp 424 ft-lbs,430,424,FALSE,6,Rear-wheel drive,Chevrolet,2010 Chevrolet Corvette Grand Sport Convertible,2010 Chevrolet Corvette Grand Sport Convertible 4LT AT,Automatic transmission,2010,135,108,212,25,15,Gasoline
6 Speed Manual,Cadillac 3.0L 6 Cylinder 270 hp 223 ft-lbs,270,223,FALSE,6,Rear-wheel drive,Cadillac,2010 Cadillac CTS Sport Sedan,2010 Cadillac CTS Sport Sedan,Manual transmission,2010,49,2,223,26,16,Gasoline
6 Speed Automatic,Cadillac 3.0L 6 Cylinder 270 hp 223 ft-lbs,270,223,FALSE,6,All-wheel drive,Cadillac,2010 Cadillac CTS Sport Sedan,2010 Cadillac CTS Sport Sedan AWD,Automatic transmission,2010,49,2,193,27,18,Gasoline
6 Speed Automatic Select Shift,Cadillac 6.2L 8 Cylinder 403 hp 417 ft-lbs FFV,403,417,FALSE,6,Rear-wheel drive,Cadillac,2011 Cadillac Escalade ESV,2011 Cadillac Escalade ESV,Automatic transmission,2011,217,29,64,18,14,Gasoline
6 Speed Manual,Cadillac 3.0L 6 Cylinder 270 hp 223 ft-lbs,270,223,FALSE,6,Rear-wheel drive,Cadillac,2010 Cadillac CTS Sport Sedan,2010 Cadillac CTS Sport Sedan Luxury,Manual transmission,2010,49,2,223,26,16,Gasoline
6 Speed Automatic Select Shift,Cadillac 3.0L 6 Cylinder 270 hp 223 ft-lbs,270,223,FALSE,6,All-wheel drive,Cadillac,2010 Cadillac CTS Sport Sedan,2010 Cadillac CTS Sport Sedan Luxury AWD,Automatic transmission,2010,49,2,193,27,18,Gasoline
6 Speed Automatic Select Shift,Cadillac 3.0L 6 Cylinder 270 hp 223 ft-lbs,270,223,FALSE,6,Rear-wheel drive,Cadillac,2010 Cadillac CTS Sport Sedan,2010 Cadillac CTS Sport Sedan Performance,Automatic transmission,2010,49,2,223,27,18,Gasoline
6 Speed Automatic Select Shift,Cadillac 3.0L 6 Cylinder 270 hp 223 ft-lbs,270,223,FALSE,6,All-wheel drive,Cadillac,2010 Cadillac CTS Sport Sedan,2010 Cadillac CTS Sport Sedan Performance AWD,Automatic transmission,2010,49,2,193,27,18,Gasoline
6 Speed Manual,Cadillac 3.6L 6 Cylinder 304 hp 273 ft-lbs,304,273,FALSE,6,Rear-wheel drive,Cadillac,2010 Cadillac CTS Sport Sedan,2010 Cadillac CTS Sport Sedan 3.6L Performance MT,Manual transmission,2010,49,2,193,25,16,Gasoline
6 Speed Automatic Select Shift,Cadillac 3.6L 6 Cylinder 304 hp 273 ft-lbs,304,273,FALSE,6,All-wheel drive,Cadillac,2010 Cadillac CTS Sport Sedan,2010 Cadillac CTS Sport Sedan 3.6L Performance AWD,Automatic transmission,2010,49,2,193,27,18,Gasoline
6 Speed Manual,Cadillac 3.6L 6 Cylinder 304 hp 273 ft-lbs,304,273,FALSE,6,Rear-wheel drive,Cadillac,2010 Cadillac CTS Sport Sedan,2010 Cadillac CTS Sport Sedan Premium MT,Manual transmission,2010,49,2,193,25,16,Gasoline
6 Speed Automatic Select Shift,Cadillac 3.6L 6 Cylinder 304 hp 273 ft-lbs,304,273,FALSE,6,All-wheel drive,Cadillac,2010 Cadillac CTS Sport Sedan,2010 Cadillac CTS Sport Sedan Premium AWD,Automatic transmission,2010,49,2,193,27,18,Gasoline
6 Speed Automatic Select Shift,Cadillac 3.6L 6 Cylinder 304 hp 273 ft-lbs,304,273,FALSE,6,Rear-wheel drive,Cadillac,2010 Cadillac CTS Sport Sedan,2010 Cadillac CTS Sport Sedan 3.6L Performance,Automatic transmission,2010,49,2,193,27,18,Gasoline
6 Speed Automatic Select Shift,Cadillac 3.6L 6 Cylinder 304 hp 273 ft-lbs,304,273,FALSE,6,Rear-wheel drive,Cadillac,2010 Cadillac CTS Sport Sedan,2010 Cadillac CTS Sport Sedan Premium,Automatic transmission,2010,49,2,193,27,18,Gasoline
5 Speed Manual,Mitsubishi 2.0L 4 Cylinder 291 hp 300 ft-lbs Turbo,291,300,FALSE,5,All-wheel drive,Mitsubishi,2011 Mitsubishi Lancer Evolution,2011 Mitsubishi Lancer Evolution GSR,Manual transmission,2011,19,143,200,23,17,Gasoline
5 Speed Manual,Mitsubishi 2.0L 4 Cylinder 291 hp 300 ft-lbs Turbo,291,300,FALSE,5,All-wheel drive,Mitsubishi,2010 Mitsubishi Lancer Evolution,2010 Mitsubishi Lancer Evolution GSR,Manual transmission,2010,19,143,200,22,16,Gasoline
5 Speed Manual,Mitsubishi 2.0L 4 Cylinder 148 hp 145 ft-lbs,148,145,FALSE,5,Front-wheel drive,Mitsubishi,2011 Mitsubishi Lancer Sportback,2011 Mitsubishi Lancer Sportback ES,Manual transmission,2011,226,230,236,32,24,Gasoline
5 Speed Manual,Mitsubishi 2.4L 4 Cylinder 168 hp 167 ft-lbs,168,167,FALSE,5,Front-wheel drive,Mitsubishi,2011 Mitsubishi Lancer Sportback,2011 Mitsubishi Lancer Sportback GTS,Manual transmission,2011,226,230,236,31,22,Gasoline
5 Speed Manual,Mitsubishi 2.4L 4 Cylinder 168 hp 167 ft-lbs,168,167,FALSE,5,Front-wheel drive,Mitsubishi,2010 Mitsubishi Lancer Sportback,2010 Mitsubishi Lancer Sportback GTS,Manual transmission,2010,226,230,236,27,20,Gasoline
6 Speed Automatic Select Shift,Mitsubishi 3.0L 6 Cylinder 230 hp 215 ft-lbs,230,215,FALSE,6,Front-wheel drive,Mitsubishi,2011 Mitsubishi Outlander,2011 Mitsubishi Outlander XLS,Automatic transmission,2011,8,57,183,26,19,Gasoline
6 Speed Automatic Select Shift,Mitsubishi 3.0L 6 Cylinder 230 hp 215 ft-lbs,230,215,FALSE,6,All-wheel drive,Mitsubishi,2010 Mitsubishi Outlander,2010 Mitsubishi Outlander GT,Automatic transmission,2010,8,57,142,24,18,Gasoline
6 Speed Automatic Select Shift,Mitsubishi 3.0L 6 Cylinder 230 hp 215 ft-lbs,230,215,FALSE,6,Front-wheel drive,Mitsubishi,2010 Mitsubishi Outlander,2010 Mitsubishi Outlander XLS,Automatic transmission,2010,8,57,183,25,19,Gasoline
6 Speed Automatic Select Shift,Mitsubishi 3.0L 6 Cylinder 230 hp 215 ft-lbs,230,215,FALSE,6,All-wheel drive,Mitsubishi,2010 Mitsubishi Outlander,2010 Mitsubishi Outlander XLS AWD,Automatic transmission,2010,8,57,183,24,18,Gasoline
6 Speed Automatic Select Shift,Cadillac 3.6L 6 Cylinder 304 hp 273 ft-lbs,304,273,FALSE,6,Rear-wheel drive,Cadillac,2011 Cadillac CTS Coupe,2011 Cadillac CTS Coupe,Automatic transmission,2011,90,200,142,27,18,Gasoline
6 Speed Automatic Select Shift,Cadillac 3.6L 6 Cylinder 304 hp 273 ft-lbs,304,273,FALSE,6,All-wheel drive,Cadillac,2011 Cadillac CTS Coupe,2011 Cadillac CTS Coupe AWD,Automatic transmission,2011,90,200,142,27,18,Gasoline
6 Speed Manual,Cadillac 3.6L 6 Cylinder 304 hp 273 ft-lbs,304,273,FALSE,6,Rear-wheel drive,Cadillac,2011 Cadillac CTS Coupe,2011 Cadillac CTS Coupe Performance MT,Manual transmission,2011,90,200,142,25,16,Gasoline
6 Speed Automatic Select Shift,Cadillac 3.6L 6 Cylinder 304 hp 273 ft-lbs,304,273,FALSE,6,Rear-wheel drive,Cadillac,2011 Cadillac CTS Coupe,2011 Cadillac CTS Coupe Performance,Automatic transmission,2011,90,200,142,27,18,Gasoline
6 Speed Automatic Select Shift,Cadillac 3.6L 6 Cylinder 304 hp 273 ft-lbs,304,273,FALSE,6,All-wheel drive,Cadillac,2011 Cadillac CTS Coupe,2011 Cadillac CTS Coupe Performance AWD,Automatic transmission,2011,90,200,142,27,18,Gasoline
6 Speed Manual,Cadillac 3.6L 6 Cylinder 304 hp 273 ft-lbs,304,273,FALSE,6,Rear-wheel drive,Cadillac,2011 Cadillac CTS Coupe,2011 Cadillac CTS Coupe Premium MT,Manual transmission,2011,90,200,142,25,16,Gasoline
6 Speed Automatic Select Shift,Cadillac 3.6L 6 Cylinder 304 hp 273 ft-lbs,304,273,FALSE,6,Rear-wheel drive,Cadillac,2011 Cadillac CTS Coupe,2011 Cadillac CTS Coupe Premium,Automatic transmission,2011,90,200,142,27,18,Gasoline
6 Speed Automatic Select Shift,Cadillac 3.6L 6 Cylinder 304 hp 273 ft-lbs,304,273,FALSE,6,All-wheel drive,Cadillac,2011 Cadillac CTS Coupe,2011 Cadillac CTS Coupe Premium AWD,Automatic transmission,2011,90,200,142,27,18,Gasoline
6 Speed Automatic Select Shift,Toyota 4.6L 8 Cylinder 310 hp 327 ft-lbs,310,327,FALSE,6,Rear-wheel drive,Toyota,2010 Toyota Sequoia,2010 Toyota Sequoia SR5,Automatic transmission,2010,234,89,102,19,14,Gasoline
6 Speed Automatic Select Shift,Toyota 5.7L 8 Cylinder 381 hp 401 ft-lbs,381,401,FALSE,6,Rear-wheel drive,Toyota,2010 Toyota Sequoia,2010 Toyota Sequoia SR5 5.7L,Automatic transmission,2010,234,89,102,19,14,Gasoline
6 Speed Automatic Select Shift,Toyota 4.6L 8 Cylinder 310 hp 327 ft-lbs,310,327,FALSE,6,Four-wheel drive,Toyota,2010 Toyota Sequoia,2010 Toyota Sequoia SR5 4x4,Automatic transmission,2010,234,89,102,18,13,Gasoline
6 Speed Automatic Select Shift,Toyota 5.7L 8 Cylinder 381 hp 401 ft-lbs,381,401,FALSE,6,Four-wheel drive,Toyota,2010 Toyota Sequoia,2010 Toyota Sequoia SR5 5.7L 4x4,Automatic transmission,2010,234,89,102,18,13,Gasoline
6 Speed Automatic Select Shift,Toyota 5.7L 8 Cylinder 381 hp 401 ft-lbs FFV,381,401,FALSE,6,Four-wheel drive,Toyota,2010 Toyota Sequoia,2010 Toyota Sequoia SR5 FFV,Automatic transmission,2010,234,89,102,18,13,Gasoline
6 Speed Automatic Select Shift,Toyota 5.7L 8 Cylinder 381 hp 401 ft-lbs,381,401,FALSE,6,Rear-wheel drive,Toyota,2010 Toyota Sequoia,2010 Toyota Sequoia Limited,Automatic transmission,2010,234,89,102,19,14,Gasoline
6 Speed Automatic Select Shift,Toyota 5.7L 8 Cylinder 381 hp 401 ft-lbs,381,401,FALSE,6,Four-wheel drive,Toyota,2010 Toyota Sequoia,2010 Toyota Sequoia Limited 4x4,Automatic transmission,2010,234,89,102,18,13,Gasoline
